Industry,Company,Symbol,Yahoo Symbol,Description,Country,Currency,Market Cap,Market Cap (USD),Long Score,Short Score
Beverage,Keurig Dr Pepper Inc.,KDP,KDP,"Keurig Dr Pepper Inc. operates as a beverage company in the United States and internationally. It operates through Coffee Systems, Packaged Beverages, Beverage Concentrates, and Latin America Beverages segments. The Coffee Systems segment manufactures and distributes various finished goods related to its coffee systems, K-Cup pods, and brewers, as well as special coffee. This segment sells its brewers through third-party distributors and retail partners, as well as through its website at keurig.com. The Packaged Beverages segment engages in the manufacture and distribution of packaged beverages of its brands; contract manufacturing of various private label and emerging brand beverages; and distribution of packaged beverages for its partner brands. The Beverage Concentrates segment manufactures and sells beverage concentrates primarily under the Dr Pepper, Canada Dry, Crush, Schweppes, Sun Drop, Sunkist soda, A&W, 7UP, Squirt, Big Red, RC Cola, and Hawaiian Punch brands. This segment also manufactures beverage concentrates into syrup. The Latin America Beverages segment manufactures and distributes carbonated mineral water, flavored carbonated soft drinks, bottled water, and vegetable juice products under the PeÃ±afiel, Clamato, Squirt, Aguafiel, and Crush brands. The company serves retailers, bottlers and distributors, restaurants, hotel chains, office coffee distributors, and end-use consumers. Keurig Dr Pepper Inc. was founded in 1981 and is headquartered in Burlington, Massachusetts.",United States,30.469566,49674457088,36.712750,56.721311,49674457088.000000
Technology,HP Inc.,HPQ,HPQ,"HP Inc. provides personal computing and other access devices, imaging and printing products, and related technologies, solutions, and services in the United States and internationally. The company operates through three segments: Personal Systems, Printing, and Corporate Investments. The Personal Systems segment offers commercial and consumer desktop and notebook personal computers, workstations, thin clients, commercial mobility devices, retail point-of-sale systems, displays and other related accessories, software, support, and services. The Printing segment provides consumer and commercial printer hardware, supplies, solutions, and services, as well as scanning devices. The Corporate Investments segment includes HP Labs and business incubation projects. HP Inc. serves individual consumers, small- and medium-sized businesses, and large enterprises, including customers in the government, health, and education sectors. The company was formerly known as Hewlett-Packard Company and changed its name to HP Inc. in October 2015. HP Inc. was founded in 1939 and is headquartered in Palo Alto, California.",United States,10.017960,33503141888,35.539455,35.409836,33503141888.000000
Industrials,CSX Corporation,CSX,CSX,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It transports chemicals, agricultural and food products, automotive, minerals, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. The company also offers intermodal transportation services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products from rail to trucks, which includes plastics and ethanol. The company operates approximately 19,500 route mile rail network, which serves various population centers in 23 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns and leases approximately 3,539 locomotives. It also serves production and distribution facilities through track connections. CSX Corporation was incorporated in 1978 and is headquartered in Jacksonville, Florida.",United States,22.251700,73744695296,34.762303,75.409836,73744695296.000000
Consumer Cyclicals,The Interpublic Group of Companies Inc.,IPG,IPG.F,"The Interpublic Group of Companies, Inc. provides advertising and marketing services worldwide. It operates in two segments, Integrated Agency Networks (IAN) and IPG DXTRA. The company offers consumer advertising, digital marketing, communications planning and media buying, public relations, and specialized communications disciplines, as well as data management services. It also provides various diversified services, including meeting and event production, sports and entertainment marketing, corporate and brand identity, and strategic marketing consulting. The company was formerly known as McCann-Erickson Incorporated and changed its name to The Interpublic Group of Companies, Inc. in January 1961. The Interpublic Group of Companies, Inc. was founded in 1902 and is headquartered in New York, New York.",United States,35.091496,12940959744,33.200001,28.524590,14959436765.304211
Technology,Juniper Networks Inc.,JNPR,JNPR,"Juniper Networks, Inc. designs, develops, and sells network products and services worldwide. The company offers routing products, such as ACX series universal access routers to deploy high-bandwidth services; MX series Ethernet routers that function as a universal edge platform; PTX series packet transport routers; and NorthStar controllers. It also provides switching products, including EX series Ethernet switches to address the access, aggregation, and core layer switching requirements of micro branch, branch office, and campus environments; QFX series of core, spine, and top-of-rack data center switches; and juniper access points, which provide wireless access and performance. In addition, the company offers security products comprising SRX series services gateways for the data center; Branch SRX family provides an integrated firewall and next-generation firewall; virtual firewall that delivers various features of physical firewalls; and advanced malware protection, a cloud-based service and Juniper ATP. Further, it offers Junos OS, a network operating system; Contrail networking and cloud platform, which provides an open-source and standards-based platform for SDN and NFV; Contrail Insights, an optimization and management software platform for public, private, and hybrid clouds; Mist AI-driven Wired, Wireless, and WAN assurance solutions to set and measure key metrics; Mist AI-driven Marvis Virtual Network Assistant, which identifies the root cause of issues; and Netrounds, a software-based active test and service assurance platform. Additionally, the company provides software-as-a-service, technical support, maintenance, and professional services, as well as education and training programs. It sells its products through direct sales, distributors, value-added resellers, and original equipment manufacturers to end-users in the cloud, service provider, and enterprise markets. The company was incorporated in 1996 and is headquartered in Sunnyvale, California.",United States,46.499190,9402860544,29.567759,29.071038,9402860544.000000
Consumer Cyclicals,Nielsen Holdings PLC,NLSN,NLSN,"Nielsen Holdings plc, together with its subsidiaries, operates as a measurement and data analytics company worldwide. It operates in two segments, Nielsen Global Media (Media) and Nielsen Global Connect (Connect). The Media segment provides viewership and listening data, and analytics principally to media publishers and marketers, and advertising agencies for television, radio, digital viewing, and listening platforms. This segment offers television audience measurement services; digital audience measurement services, such as digital media and market research, audience analytics, and social media measurement; mobile measurement and analytic services; addressable TV measurement services; video advertising services; and independent measurement and consumer research primarily servicing radio, advertisers, and advertising agencies in the audio industry. The Connect segment provides retail transactional measurement data, consumer behavior information, and analytics primarily to businesses in the consumer-packaged goods industry. This segment offers retail and consumer panel measurement, analytics, loyalty data processing, and advisory services. Nielsen has strategic relationship IHS Markit. Nielsen Holdings plc provides media and marketing information and analytics. The company was founded in 1923 and is headquartered in New York, New York.",United States,12.051756,7012200960,28.283545,45.027322,7012200960.000000
Consumer Cyclicals,Under Armour Inc.,UAA,UAA,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot and cold. It also provides various footwear products for running, basketball, cleated sports, slides, training, and outdoor. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital fitness subscriptions, as well as digital advertising through MapMyFitness platform. It primarily offers its products under the HEATGEAR, COLDGEAR, RUSH or RECOVER, UA HOVR, UA Logo, UNDER ARMOUR, UA, ARMOUR, PROTECT THIS HOUSE, I WILL, ARMOUR BRA, and ARMOUR FLEECE brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 439 brand and factory house stores, as well as through e-commerce websites. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland.",United States,79.224815,8734728192,26.450001,19.125683,8734728192.000000
Utilities,NiSource Inc.,NI,NI,"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. The company operates through two segments, Gas Distribution Operations and Electric Operations. It provides natural gas services and transportation for residential, commercial, and industrial customers; generates, transmits, and distributes electricity; and wholesale and transmission transaction services. The company owns and operates two coal-fired electric generating stations with a capacity of 2,080 megawatts (MW); combined cycle gas turbine with a capacity of 571 MW; two gas-fired generating units with a capacity of 155 MW; and two hydroelectric generating plants with a capacity of 10 MW. It serves approximately 4 million natural gas customers in six states under the Columbia Gas and NIPSCO brands; and 500,000 electricity customers in the northern part of Indiana. The company was formerly known as NIPSCO Industries, Inc. and changed its name to NiSource Inc. in April 1999. NiSource Inc. was founded in 1847 and is headquartered in Merrillville, Indiana.",United States,63.785904,9581860864,26.370510,35.081967,9581860864.000000
Technology,Xerox Corporation,XRX,XRX,"Xerox Holdings Corporation, a workplace technology company, designs, develops, and sells document management systems and solutions in the United States, Europe, Canada, and internationally. It offers intelligent workplace services; and digital services that leverage its software capabilities in workflow automation, personalization and communication software, content management solutions, and digitization services. The company also provides desktop monochrome, and color and multifunction printers; digital printing presses and light production devices, and solutions; graphic communications and production solutions; and IT services, such as PC and network infrastructure, communications technology, and network administration, as well as cloud and on-server support services. In addition, it provides FreeFlow a portfolio of software solutions for the automation and integration to the processing of print job comprises file preparation, final production, and electronic publishing; XMPie, a personalization and communication software that support the needs of omni-channel communications customers; DocuShare, a content management platform to capture, store, and share paper and digital content; and CareAR, an enterprise augmented reality business that offers live virtual assistance technology focused on modernizing field service, customer support, and other IT Services. Further, the company operates a network of centers that digitize and automate paper and digital workflows; and sells paper products, wide-format systems, and software and IT services. The company sells its products and services directly to its customers through its direct sales force, as well as through independent agents, dealers, value-added resellers, systems integrators, and the Web. Xerox Holdings Corporation was incorporated in 1906 and is headquartered in Norwalk, Connecticut.",United States,19.914852,4040484352,26.089320,29.398907,4040484352.000000
Industrials,The Western Union Company,WU,WU,"The Western Union Company provides money movement and payment services worldwide. It operates in two segments, Consumer-to-Consumer and Business Solutions. The Consumer-to-Consumer segment facilitates money transfers between two consumers, primarily through a network of third-party agents and sub-agents. This segment offers international cross-border transfers and intra-country transfers, as well as money transfer transactions through websites and mobile devices. The Business Solutions segment provides payment and foreign exchange solutions, primarily cross-border and cross-currency transactions for small and medium size enterprises, other organizations, and individuals; and foreign currency forward and option contracts. The company also offers bill payment services that facilitates payments from consumers to businesses and other organizations, as well as offers money order and other services. It serves primarily through a network of agents. The Western Union Company was founded in 1851 and is headquartered in Denver, Colorado.",United States,11.475139,8500164096,26.063369,49.836066,8500164096.000000
Consumer Cyclicals,Newell Brands Inc.,NWL,NWL.F,"Newell Brands Inc. designs, manufactures, sources, and distributes consumer and commercial products worldwide. Its Appliances and Cookware segment offers household products, including kitchen appliances, gourmet cookware, bakeware, and cutlery under the Calphalon, Crock-Pot, Mr. Coffee, Oster, and Sunbeam brands. The company's Commercial Solutions segment provides commercial cleaning and maintenance solutions; closet and garage organization; hygiene systems and material handling solutions; and home and security, and smoke and carbon monoxide alarms products under the BRK, First Alert, Mapa, Quickie, Rubbermaid, Rubbermaid Commercial Products, and Spontex brands. Its Home Solutions segment offers food and home storage; fresh preserving; vacuum sealing; and home fragrance products under the Ball, Chesapeake Bay Candle, FoodSaver, Rubbermaid, Sistema, WoodWick, and Yankee Candle brands. The company's Learning and Development segment provides writing instruments, including markers and highlighters, pens, and pencils; art products; activity-based adhesive and cutting products; labeling solutions; and baby gear and infant care products under the Aprica, Baby Jogger, Dymo, Elmer's, EXPO, Graco, Mr. Sketch, NUK, Paper Mate, Parker, Prismacolor, Sharpie, Tigex Waterman, and X-Acto brands. Its Outdoor and Recreation segment offers products for outdoor and outdoor-related activities under the Coleman, Contigo, ExOfficio, and Marmot brands. The company markets its products to warehouse clubs, department stores, drug/grocery stores, mass merchants, specialty retailers, distributors and e-commerce companies, home centers, sporting goods retailers, office superstores and supply stores, contract stationers, and travel retailers. The company was formerly known as Newell Rubbermaid Inc. and changed its name to Newell Brands Inc. in April 2016. Newell Brands Inc. was founded in 1903 and is based in Atlanta, Georgia.",United States,16.468592,8256115712,23.509533,36.502732,9543870266.497183
Technology,Hewlett Packard Enterprise Company,HPE,HPE,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly. The company offers general purpose servers for multi-workload computing and workload-optimized servers; HPE ProLiant rack and tower servers; HPE BladeSystem, HPE Synergy, and HPE ProLiant; storage solutions; and solutions for secondary workloads and traditional tape, storage networking, and disk products, such as HPE Modular Storage Arrays and HPE XP. It also offers HPE Apollo and Cray products; and HPE Superdome Flex, HPE Nonstop, HPE Integrity, HPE Moonshot, and HPE Edgeline products. Additionally, the company provides mobility and Internet of Things solutions under the Aruba brand, which include Wi-Fi access points, switches, routers, and sensors; such as cloud-based management, network management, network access control, analytics and assurance, and location services; and professional and support services, as well as as-a-service and consumption models for the intelligent edge portfolio of products. In addition, it offers various leasing, financing, IT consumption, and utility programs and asset management services for customers to facilitate technology deployment models and the acquisition of complete IT solutions, including hardware, software, and services from Hewlett Packard Enterprise and others. Further, the company invests in communications and media solutions, Hewlett Packard labs, and various business incubation projects. It serves commercial and large enterprise groups, including business and public sector enterprises; and through various partners comprising resellers, distribution partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. The company has strategic alliances with The Swiss National Supercomputing Centre and NVIDIA; Citrix Systems, Inc.; and Wipro Limited. Hewlett Packard Enterprise Company was founded in 1939 and is headquartered in Houston, Texas.",United States,30.081135,19366940672,16.476234,22.295082,19366940672.000000
Auto,Ford Motor Company,F,F,"Ford Motor Company designs, manufactures, markets, and services a range of Ford trucks, cars, sport utility vehicles, electrified vehicles, and Lincoln luxury vehicles worldwide. It operates through three segments: Automotive, Mobility, and Ford Credit. The Automotive segment sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. The Mobility segment designs and builds mobility services; and provides self-driving systems development services. The Ford Credit segment primarily engages in vehicle-related financing and leasing activities to and through automotive dealers. It provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. This segment also offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. Ford Motor Company has a strategic collaboration with ARB Corporation Limited to develop a suite of aftermarket products for the new Ford Bronco. The company was founded in 1903 and is based in Dearborn, Michigan.",United States,15.211267,60353597440,16.450001,34.754098,60353597440.000000
Consumer Cyclicals,Sirius XM Holdings Inc.,SIRI,SIRI,"Sirius XM Holdings Inc. provides satellite radio services on a subscription fee basis in the United States. It broadcasts music, sports, entertainment, comedy, talk, news, traffic, and weather channels, including various music genres, such as rock, pop and hip-hop, country, dance, jazz, Latin, and classical; live play-by-play sports from various leagues and colleges; various talk and entertainment channels for a range of audiences; national, international, and financial news; and limited run channels. The company also provides streaming service that includes a range of music and non-music channels, and podcasts, as well as channels that are not available on its satellite radio service; and offers applications to allow consumers to access its streaming service on smartphones, tablets, computers, home devices, and other consumer electronic equipment. In addition, it distributes satellite radios through automakers and retailers, as well as its website. Further, the company provides location-based services through two-way wireless connectivity, including safety, security, convenience, remote vehicles diagnostic, maintenance and data, and stolen or parked vehicle locator services. Additionally, it offers satellite television services, which offer music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; and real-time traffic and weather services. The company was incorporated in 2013 and is headquartered in New York, New York. Sirius XM Holdings Inc. is a subsidiary of Liberty Media Corporation.",United States,102.711860,24545665024,8.080759,35.737705,24545665024.000000
Industrials,Spirax-Sarco Engineering PLC,SPX,SPX.L,"Spirax-Sarco Engineering plc provides engineered solutions for the users of industrial and commercial steam systems, electrical heating and temperature management systems, and pumps and fluid path technologies. It offers industrial and commercial steam systems, including condensate management, controls, and thermal energy management products and solutions for heating and curing, cleaning and sterilizing, hot water generation, space heating, and humidification; electrical process heating and temperature management solutions, such as industrial heaters and systems, heat tracing, and various component technologies for industrial processes, heaters, and systems; and peristaltic and niche pumps and associated fluid path technologies, including pumps, tubing, and specialty filling systems and products for single-use applications. The company serves food, beverage, pharmaceutical and biotechnology, oil, gas, chemical, healthcare, power generation, buildings, mining and precious metal processing, water and wastewater, and pulp and paper, as well as original equipment manufacturers. The company sells its products directly, as well as through distributors. It operates in Europe, the Middle East, and Africa; the Asia Pacific; and the Americas. Spirax-Sarco Engineering plc was founded in 1888 and is headquartered in Cheltenham, the United Kingdom.",United Kingdom,61.754684,10696070144,16700.000000,61.748634,14568333060.317680
Building materials,Ferguson PLC,FERG,FERG.L,"Ferguson plc distributes plumbing and heating products in the United States, the United Kingdom, Canada, and Central Europe. It offers plumbing and heating solutions to customers in the residential, municipal, civil and industrial markets, and commercial sectors for repair, maintenance, and improvement (RMI), as well as new construction markets. The company also distributes pipes, valves, fittings, hydrants, meters, and related water management products, as well as offers related services, such as water line tapping and pipe fusion services. In addition, it distributes heating, ventilation, air conditioning, refrigeration equipment, and parts and supplies to specialist contractors in the residential and commercial markets for repair and replacement; and PVF products to industrial customers. Further, the company fabricates and supplies fire protection systems and bespoke fabrication services to commercial contractors for new construction and renovation projects, as well as offers products, services, and solutions to enable maintenance of facilities across various RMI markets. Additionally, it offers supply chain management solutions for PVF; and industrial maintenance, repair, and operations specializing in delivering automation, instrumentation, engineered products, and turn-key solutions. The company also sells its home improvement products directly to consumers, as well as through a network of online stores. In addition, it operates its B2B business primarily under the Ferguson brand; and B2C business under the Build.com brand. Further, the company provides products and services for maintenance of multi-family properties, government agencies, hospitality, education, healthcare, and other facilities. It operates a network of 2,194 branches and 19 distribution centers. Ferguson plc was founded in 1887 and is headquartered in Wokingham, the United Kingdom.",United Kingdom,34.411083,23354959872,10810.000000,20.710383,31810078790.153690
Chemicals,Croda International PLC,CRDA,CRDA.L,"Croda International Plc creates, makes, and sells specialty chemicals in Europe, the Middle East, Africa, North America, Asia, and Latin America. The company operates in four segments: Personal Care, Life Sciences, Performance Technologies, and Industrial Chemicals. It offers adhesives; crop protection additives and adjuvants, seed enhancement and animal health chemicals, chemical bio-stimulants, and specialty additives for agricultural films; and lubricant additives, coatings and polymers, vehicle cleaning chemicals, and products for automotive textiles and fibers, as well as specialty additives for plastics, and battery and catalyst industries. The company also provides specialty ingredients for self-tanning, color cosmetics, bath and shower, deodorants, anti-perspirants, depilatories, men's grooming, and oral hygiene, as well as skin, hair, sun, body, and baby care applications; construction chemicals and bitumen additives; dietary supplements; and advanced materials, and polymer additives for electronics and devices. In addition, it offers chemistries, emulsifiers, fuel and power generation additives, and polymer additives; food additives; specialty polymer additives for furniture and wood applications; household, industrial, and institutional cleaning products; lubricants; oleochemicals; and packaging, print, and paper chemicals. Further, the company provides paints and coatings; active pharmaceutical ingredients; thermal management products; plastic and rubber products; skin health products; hygiene and industrial nonwovens, botanical extracts, tissues, and textile auxiliaries; and water treatment chemicals. Additionally, it offers bio-based phase change materials for buildings and ventilation, clothing and healthcare, electronics and devices, food and refrigeration, energy storage and recovery, temperature controlled packaging, and vehicles and automotive applications. The company was incorporated in 1925 and is headquartered in Goole, the United Kingdom.",United Kingdom,53.385014,11529850880,9313.665811,60.000000,15703964679.949369
Retail,NEXT PLC,NXT,NXT.L,"NEXT plc engages in the retail of clothing, footwear, and home products in the United Kingdom, rest of Europe, the Middle East, Asia, and internationally. The company operates through NEXT Retail, NEXT Online, NEXT Finance, NEXT International Retail, NEXT Sourcing, Lipsy, NENA, and Property Management segments. It operates retail stores; an online retail platform; and 190 franchise stores in 36 countries. The company also offers consumer credit; NEXT branded products; and women's, men's, children's, home, and beauty products under the LABEL and Lipsy's own brand, and other third-party brands. In addition, it provides property management services, including holding and lease of properties. The company was formerly known as J Hepworth & Son and changed its name to NEXT plc in 1986. NEXT plc was founded in 1864 and is headquartered in Enderby, the United Kingdom.",United Kingdom,34.105453,10061580288,8484.000000,45.245902,13704140939.178110
Industrials,Intertek Group PLC,ITRK,ITRK.L,"Intertek Group plc provides quality assurance solutions to various industries worldwide. It operates in three segments: Products, Trade, and Resources. The Products segment offers assurance, testing, inspection, and certification services (ATIC), including laboratory safety, quality and performance testing, second-party supplier auditing, sustainability analysis, products assurance, vendor compliance, process performance analysis, facility plant and equipment verification, and third party certification. This segment serves a range of industries, including textiles, footwear, toys, hardlines, home appliances, consumer electronics, information and communication technology, automotive, aerospace, lighting, building products, industrial and renewable energy products, food and hospitality, healthcare and beauty, and pharmaceuticals. The Trade segment provides cargo inspection, analytical assessment, calibration, and related research and technical services to the petroleum and biofuels industries; inspection services to governments and regulatory bodies to support trade activities; and analytical and testing services to agricultural trading companies and growers. The Resources segment offers technical inspection, asset integrity management, analytical testing, and ongoing training services for the oil, gas, nuclear, and power industries. This segment also provides a range of ATIC service solutions to the mining and minerals exploration industries covering the resource supply chain from exploration and resource development, through to production, shipping, and commercial settlement. The company also offers cyber security services. Intertek Group plc was founded in 1885 and is based in London, the United Kingdom.",United Kingdom,32.473755,7987338752,6186.448996,47.049180,10878968596.703899
Consumer Non-Cyclicals,Unilever PLC,ULVR,ULVR.L,"Unilever PLC operates as a fast-moving consumer goods company in Asia, Africa, the Middle East, Turkey, Russia, Ukraine, Belarus, the Americas, and Europe. It operates through Beauty & Personal Care, Foods & Refreshment, and Home Care segments. The Beauty & Personal Care segment provides skin care and hair care products, deodorants, and skin cleansing products under the Axe, Clear, Dove, Lifebuoy, Lux, Pond's, Rexona, Signal, Suave, Sunsilk, TRESemmÃ©, and Vaseline brands. The Foods & Refreshment segment offers ice cream, soups, bouillons, seasonings, mayonnaise, ketchups, and tea categories under the Ben & Jerry's, Breyers, Brooke Bond, Heart (Wall's), Hellmann's, Knorr, Lipton, Magnum, The Vegetarian Butcher, and Unilever Food Solutions brands. The Home Care segment provides fabric solutions, and home care and hygiene products under the Cif, Omo, Persil, Domestos, Seventh Generation, and Sunlight brands. Unilever PLC was incorporated in 1894 and is based in London, the United Kingdom.",United Kingdom,21.314775,101088485376,4837.626032,46.229508,137685215569.265198
Manufacturing,AVEVA Group plc,AVV,AVV.L,"AVEVA Group plc, through its subsidiaries, provides engineering and industrial software solutions in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. The company offers engineering, procurement, and construction; asset performance management; monitoring and control; planning and scheduling; and operation and optimization industrial software solutions. It also provides digital transformation solutions covering artificial intelligence, cloud, digital twin, edge, extended reality, and Industrial Internet of Things products; and customer support and training services. The company serves customers in the chemicals, food and beverage, consumer packaged goods, infrastructure, life sciences, marine, mining, oil and gas, power and utilities, pulp and paper, steel fabrication, and water and wastewater industries. The company was founded in 1967 and is headquartered in Cambridge, the United Kingdom. AVEVA Group plc is a subsidiary of Schneider Electric S.E.",United Kingdom,307.787600,10474692608,4242.000000,62.513661,14266810946.765579
Water,Severn Trent PLC,SVT,SVT.L,"Severn Trent Plc operates as a water and sewerage company in England and Wales. It operates in two segments, Regulated Water and Waste Water, and Business Services. The Regulated Water and Waste Water segment offers water and waste water services to approximately 4.6 million households and businesses in the Midlands and Wales. The Business Services segment generates renewable energy from anaerobic digestion, crop, hydropower, wind turbines, and solar technology; manages and sells land; and offers search services. It also provides contract services to municipal and industrial clients in the United Kingdom; and the United Kingdom Ministry of Defense for design, build, and operation of water and waste water treatment facilities and networks, as well as services to developers. The company was founded in 1974 and is headquartered in Coventry, the United Kingdom.",United Kingdom,29.401806,6508124160,3791.550049,61.092896,8864238835.790142
Beverage,Diageo PLC,DGE,DGE.L,"Diageo plc, together with its subsidiaries, produces, markets, and sells alcoholic beverages. The company offers scotch, whisky, gin, vodka, rum, ready to drink products, Irish cream liqueur, raki, liqueur, wine, tequila, Canadian whisky, American whiskey, adult beverages, cachaÃ§a, spirits, and brandy, as well as beer, including cider and non-alcoholic products. Diageo plc provides its products primarily under the Johnnie Walker, Smirnoff, Baileys, Captain Morgan, Tanqueray, and Guinness brands. The company also offers its products under the Crown Royal, YenÃ¬ Raki, Shui Jing Fang, Johnnie Walker Blue Label, Bulleit Bourbon, Don Julio, Buchanan's, J?B, Old Parr, Tanqueray No. TEN, Ron Zacapa Centenario XO, Casamigos, Bundaberg, McDowell's No. 1, YpiÃ³ca, Lagavulin, The Singleton of Glen Ord, Johnnie Walker Gold Label Reserve, Windsor, Black&White, CÃ®roc, Ketel One vodka, and Talisker brands. It has operations in North America, Europe, Turkey, Africa, Latin America, the Caribbean, the Asia Pacific, and internationally. The company was incorporated in 1886 and is headquartered in London, the United Kingdom.",United Kingdom,73.822914,82837463040,3666.000000,57.923497,112826835949.223602
Chemicals,Johnson Matthey PLC,JMAT,JMAT.L,"Johnson Matthey Plc provides specialty chemicals in the United States, Germany, rest of Europe, the United States, rest of North America, China, rest of Asia, and internationally. It operates through four segments: Clean Air, Efficient Natural Resources, Health, and New Markets. The Clean Air segment provides catalysts for emission control after-treatment systems to remove harmful emissions from vehicles. This segment also offers catalysts for light duty vehicles powered by diesel and gasoline, heavy duty diesel trucks, buses, and non- road equipment. The Efficient Natural Resources segment provides products and processing services for the use and transformation of critical natural resources including oil, gas, biomass, and platinum group metals. The Health segment develops and manufactures active pharmaceutical ingredients (API) for various treatments. The New Markets segment offers battery materials, battery systems, and fuel cell technologies; science and technology to develop the products for devices used in medical procedures; and catalysts to pharmaceutical and agricultural chemicals markets. The company was formerly known as Johnson & Cock and changed its name to Johnson Matthey Plc in 1851. Johnson Matthey Plc was founded in 1817 and is based in London, the United Kingdom.",United Kingdom,24.680450,5082176000,3309.534153,21.311475,6922059377.170918
Industrials,Halma PLC,HLMA,HLMA.L,"Halma plc provides technology solutions in the safety, health, and environmental markets. It operates through four segments: Process Safety, Infrastructure Safety, Environmental & Analysis, and Medical. The Process Safety segment offers specialized interlocks that control critical processes safely; instruments that detect hazardous gases; and explosion protection and corrosion monitoring systems. This segment serves the gas detection, industrial access control, pressure management, and safe storage and transfer markets. The Infrastructure Safety segment provides fire detection systems, specialist fire suppression systems, elevator safety systems, people and vehicle flow technologies, and security sensors. It serves the fire detection and suppression, People and Vehicle Flow, Security Sensors, and elevator markets. The Environmental & Analysis segment offers optical, optoelectronic, and spectral imaging systems; water, air and gases monitoring technologies; and systems for water analysis and treatment. It serves the optical analysis, water analysis and treatment, and environmental monitoring markets. The Medical segment provides critical fluidic components used by medical diagnostics and Original Equipment Manufacturers; laboratory devices and systems that provide information to understand patient health and enable providers to make decisions across the continuum of care; technologies and solutions to enable in-vitro diagnostic systems and life-science discoveries and development; and technologies that enable positive outcomes across clinical specialties. This segment serves the life sciences, health assessment, and therapeutic solutions market. The company was incorporated in 1894 and is headquartered in Amersham, the United Kingdom.",United Kingdom,51.268658,10432644096,3184.000000,62.404372,14209539750.965651
Consumer Cyclicals,Persimmon PLC,PSN,PSN.L,"Persimmon Plc, together with its subsidiaries, operates as a house builder in the United Kingdom. The company offers family housing under the Persimmon Homes brand name; executive housing under the Charles Church brand; and social housing under the Westbury Partnerships brand name. It also provides broadband services. The company was founded in 1972 and is headquartered in York, the United Kingdom.",United Kingdom,12.745491,8117903872,3152.465097,49.890710,11056801775.489420
Industrials,Bunzl PLC,BNZL,BNZL.L,"Bunzl plc operates as a distribution and services company in the North America, Continental Europe, the United Kingdom, Ireland, and internationally. The company offers food packaging, films, labels, counter-service packaging, foodservice disposables, take-out food packaging, first aid products, point of purchase displays, stationery, bags, and cleaning and hygiene supplies to grocery stores, supermarkets, retail chains, convenience stores, food wholesalers, ethnic grocers, and organic food outlets. It also provides food packaging, napkins, disposable tableware, food service disposables, guest amenities, light and heavy catering equipment, cleaning and hygiene products, and safety items to hotels, restaurants, caterers, the leisure sector, and food processors and packers; and footwear, gloves, safety helmets, workwear, harness equipment, tools, safety signs, traffic management, and ancillary site equipment, as well as ear, eye, respiratory, and face protection products to customers in the industrial and construction markets. In addition, the company offers cleaning systems, floorcare items, hand cleansing products, hygiene paper, janitorial products, cleaning machines, mops, polishes, and protective clothing and washroom chemicals to facilities management companies, contract cleaners, and other industrial and healthcare customers; and counter service packaging, point of purchase display items, stationery, and cleaning and hygiene products to department stores, boutiques, office supply companies, retail chains, and home improvement chains. Further, it provides gloves, aprons, bandages, facemasks, gowns, headwear, mattress covers, overshoes, procedure packs, tapes, wipes, incontinence products, and swabs to the healthcare sector, including hospitals, retirement and nursing homes, and doctors' surgeries and clinics; and various products to government and education establishments. Bunzl plc was founded in 1854 and is headquartered in London, the United Kingdom.",United Kingdom,18.698362,8090171904,2708.000000,32.677596,11019030094.787729
